label,side,time,regime,train_edge,test_edge,test_wr,test_freq,test_n,consistency,decay_pct,validated,note
rsi<25 & ema21>50,long,all,all,0.2304,0.3185,0.473,1.65,204,0.782,-38.3,True,long | all/all | WR 47% at 1.6/day
afternoon & rsi<25 & price<ema9,long,all,all,0.196,0.1269,0.401,1.95,240,0.78,35.3,True,long | all/all | WR 40% at 1.9/day
afternoon & price>ema21 & macd_xdn,long,all,all,0.152,0.068,0.439,1.77,219,0.779,55.2,True,long | all/all | WR 44% at 1.8/day
power_hour & cci>0 & above_kcu,long,all,all,0.1154,0.1067,0.423,1.82,225,0.771,7.5,True,long | all/all | WR 42% at 1.8/day
afternoon & after_30m & rsi<25,long,all,all,0.1925,0.1205,0.396,1.95,240,0.771,37.4,True,long | all/all | WR 40% at 1.9/day
power_hour & above_kcu & price>ema21,long,all,all,0.1154,0.1067,0.423,1.82,225,0.771,7.5,True,long | all/all | WR 42% at 1.8/day
power_hour & after_30m & above_kcu,long,all,all,0.1154,0.1067,0.423,1.82,225,0.771,7.5,True,long | all/all | WR 42% at 1.8/day
power_hour & above_kcu,long,all,all,0.1154,0.1067,0.423,1.82,225,0.771,7.5,True,long | all/all | WR 42% at 1.8/day
afternoon & rsi<25,long,all,all,0.1925,0.1205,0.396,1.95,240,0.771,37.4,True,long | all/all | WR 40% at 1.9/day
afternoon & rsi<25 & cci<0,long,all,all,0.1925,0.1205,0.396,1.95,240,0.771,37.4,True,long | all/all | WR 40% at 1.9/day
afternoon & rsi<25 & rsi<40,long,all,all,0.1925,0.1205,0.396,1.95,240,0.771,37.4,True,long | all/all | WR 40% at 1.9/day
power_hour & above_kcu & bullish_di,long,all,all,0.1179,0.1026,0.423,1.82,225,0.771,13.0,True,long | all/all | WR 42% at 1.8/day
morning & ema21>50 & macd<0,long,all,all,0.1689,0.1804,0.454,1.69,209,0.769,-6.8,True,long | all/all | WR 45% at 1.7/day
power_hour & below_kcl & rsi<40,long,all,all,0.1818,0.1257,0.402,1.91,236,0.769,30.9,True,long | all/all | WR 40% at 1.9/day
cci<-100 & rsi50_xdn,long,all,all,0.1468,0.1758,0.409,1.88,232,0.769,-19.8,True,long | all/all | WR 41% at 1.9/day
power_hour & ema9>21,long,all,all,0.0711,0.0825,0.402,1.91,236,0.768,-15.9,True,long | all/all | WR 40% at 1.9/day
lunch & cci>0 & macd<0,short,all,all,0.1846,0.193,0.466,1.65,203,0.767,-4.5,True,short | all/all | WR 47% at 1.6/day
cci>100 & ema21>50 & lunch,long,all,all,0.1782,0.1311,0.425,1.81,223,0.767,26.4,True,long | all/all | WR 42% at 1.8/day
lunch & above_kcu & price>ema21,long,all,all,0.0953,0.0645,0.398,1.92,237,0.764,32.3,True,long | all/all | WR 40% at 1.9/day
lunch & cci>0 & above_kcu,long,all,all,0.0953,0.0645,0.398,1.92,237,0.764,32.3,True,long | all/all | WR 40% at 1.9/day
lunch & above_kcu,long,all,all,0.0953,0.0645,0.398,1.92,237,0.764,32.3,True,long | all/all | WR 40% at 1.9/day
after_30m & lunch & above_kcu,long,all,all,0.0953,0.0645,0.398,1.92,237,0.764,32.3,True,long | all/all | WR 40% at 1.9/day
power_hour & vwma9>21 & macd_xdn,long,all,all,0.0948,0.0786,0.418,1.82,225,0.762,17.1,True,long | all/all | WR 42% at 1.8/day
afternoon & after_30m & ema21>50,long,all,all,0.216,0.2229,0.463,1.65,203,0.762,-3.2,True,long | all/all | WR 46% at 1.6/day
afternoon & ema21>50,long,all,all,0.216,0.2229,0.463,1.65,203,0.762,-3.2,True,long | all/all | WR 46% at 1.6/day
power_hour & cci<0 & price>ema21,short,all,all,0.1234,0.0991,0.425,1.79,221,0.761,19.7,True,short | all/all | WR 42% at 1.8/day
below_kcl & roc5>0,long,all,all,0.0879,0.2893,0.51,1.49,184,0.76,-229.1,True,long | all/all | WR 51% at 1.5/day
lunch & above_kcu & bullish_di,long,all,all,0.0947,0.0659,0.397,1.9,235,0.756,30.4,True,long | all/all | WR 40% at 1.9/day
afternoon & rsi<25 & macd<0,long,all,all,0.1488,0.1094,0.398,1.9,234,0.755,26.5,True,long | all/all | WR 40% at 1.9/day
opening_30 & price>ema9,long,all,all,0.1802,0.1,0.456,1.65,204,0.753,44.5,True,long | all/all | WR 46% at 1.6/day
after_30m & rsi<25 & ema21>50,long,all,all,0.2462,0.3685,0.489,1.54,190,0.752,-49.6,True,long | all/all | WR 49% at 1.5/day
ema21>50 & rsi<40 & price>ema21,short,all,all,0.1406,0.1395,0.404,1.84,227,0.744,0.8,True,short | all/all | WR 40% at 1.8/day
vwma9>21 & macd<0 & macd_xdn,long,all,all,0.1328,0.1038,0.419,1.77,219,0.744,21.9,True,long | all/all | WR 42% at 1.8/day
power_hour & vwma9>21 & above_kcu,long,all,all,0.1298,0.0939,0.416,1.77,219,0.739,27.6,True,long | all/all | WR 42% at 1.8/day
below_kcl & rsi<25 & ema21>50,long,all,all,0.1999,0.3529,0.483,1.53,189,0.739,-76.6,True,long | all/all | WR 48% at 1.5/day
afternoon & vwma_xup & macd<0,long,all,all,0.1925,0.1327,0.424,1.74,215,0.738,31.1,True,long | all/all | WR 42% at 1.7/day
vwma9>21 & above_kcu & macd<0,long,all,all,0.256,0.11,0.447,1.64,202,0.732,57.0,True,long | all/all | WR 45% at 1.6/day
ema21>50 & lunch & macd_xdn,short,all,all,0.1242,0.1833,0.449,1.63,201,0.731,-47.6,True,short | all/all | WR 45% at 1.6/day
morning & vwma_xup & macd<0,long,all,all,0.0551,0.1208,0.468,1.56,192,0.729,-119.3,True,long | all/all | WR 47% at 1.6/day
below_kcl & vwma9>21,long,all,all,0.2036,0.2026,0.444,1.63,201,0.723,0.5,True,long | all/all | WR 44% at 1.6/day
power_hour & cci>100 & above_kcu,long,all,all,0.1791,0.1251,0.419,1.73,213,0.723,30.2,True,long | all/all | WR 42% at 1.7/day
below_kcl & vwma9>21 & price<ema9,long,all,all,0.2036,0.2026,0.444,1.63,201,0.723,0.5,True,long | all/all | WR 44% at 1.6/day
below_kcl & vwma9>21 & cci<0,long,all,all,0.2036,0.2026,0.444,1.63,201,0.723,0.5,True,long | all/all | WR 44% at 1.6/day
afternoon & below_kcl & ema21>50,long,all,all,0.3268,0.1395,0.41,1.76,217,0.722,57.3,True,long | all/all | WR 41% at 1.8/day
vwma_xup & lunch & cci>0,short,all,all,0.1134,0.1424,0.469,1.54,190,0.722,-25.5,True,short | all/all | WR 47% at 1.5/day
morning & price>ema21 & macd_xdn,long,all,all,0.1522,0.1311,0.422,1.71,211,0.721,13.9,True,long | all/all | WR 42% at 1.7/day
power_hour & vwma9>21 & vwma_xup,long,all,all,0.3138,0.1347,0.408,1.75,216,0.714,57.1,True,long | all/all | WR 41% at 1.8/day
power_hour & after_30m & vwma_xup,long,all,all,0.3138,0.1347,0.408,1.75,216,0.714,57.1,True,long | all/all | WR 41% at 1.8/day
power_hour & vwma_xup,long,all,all,0.3138,0.1347,0.408,1.75,216,0.714,57.1,True,long | all/all | WR 41% at 1.8/day
morning & macd<0 & macd_xdn,long,all,all,0.0972,0.1666,0.424,1.67,206,0.708,-71.4,True,long | all/all | WR 42% at 1.7/day
power_hour & below_bbl & macd<0,long,all,all,0.2504,0.2038,0.425,1.66,205,0.707,18.6,True,long | all/all | WR 42% at 1.7/day
power_hour & below_kcl & macd<0,long,all,all,0.1689,0.0856,0.392,1.8,222,0.705,49.3,True,long | all/all | WR 39% at 1.8/day
lunch & macd<0 & bullish_di,long,all,all,0.1809,0.1396,0.468,1.51,186,0.705,22.8,True,long | all/all | WR 47% at 1.5/day
vwma9>21 & ema21>50 & macd<0,long,all,all,0.0371,0.122,0.426,1.65,203,0.7,-228.6,True,long | all/all | WR 43% at 1.6/day
afternoon & price>vwap,long,all,all,0.1531,0.193,0.452,1.52,188,0.688,-26.1,True,long | all/all | WR 45% at 1.5/day
afternoon & below_kcl & rsi<25,long,all,all,0.1833,0.0997,0.385,1.78,220,0.686,45.6,True,long | all/all | WR 38% at 1.8/day
morning & below_kcl & rsi<25,long,all,all,0.1253,0.0928,0.414,1.65,204,0.684,25.9,True,long | all/all | WR 41% at 1.6/day
vwma_xup & lunch & price>ema21,short,all,all,0.1162,0.1432,0.464,1.47,181,0.681,-23.3,True,short | all/all | WR 46% at 1.5/day
morning & rsi<25 & price<ema9,long,all,all,0.1237,0.0673,0.394,1.73,213,0.68,45.6,True,long | all/all | WR 39% at 1.7/day
power_hour & cci<0 & macd_xdn,long,all,all,0.1572,0.1159,0.421,1.6,198,0.676,26.3,True,long | all/all | WR 42% at 1.6/day
power_hour & cci>100 & ema21>50,long,all,all,0.2041,0.1356,0.386,1.75,216,0.675,33.6,True,long | all/all | WR 39% at 1.8/day
afternoon & price<vwap,short,all,all,0.1823,0.2834,0.465,1.45,179,0.675,-55.5,True,short | all/all | WR 46% at 1.4/day
morning & rsi<25,long,all,all,0.114,0.0573,0.388,1.73,214,0.673,49.7,True,long | all/all | WR 39% at 1.7/day
morning & rsi<25 & rsi<40,long,all,all,0.114,0.0573,0.388,1.73,214,0.673,49.7,True,long | all/all | WR 39% at 1.7/day
after_30m & morning & rsi<25,long,all,all,0.114,0.0573,0.388,1.73,214,0.673,49.7,True,long | all/all | WR 39% at 1.7/day
morning & rsi<25 & cci<0,long,all,all,0.114,0.0573,0.388,1.73,214,0.673,49.7,True,long | all/all | WR 39% at 1.7/day
power_hour & below_bbl & rsi<40,long,all,all,0.2174,0.1017,0.402,1.65,204,0.665,53.2,True,long | all/all | WR 40% at 1.6/day
lunch & ema9_xup,long,all,all,0.2338,0.192,0.476,1.39,172,0.663,17.9,True,long | all/all | WR 48% at 1.4/day
below_bbl & lunch,long,all,all,0.1474,0.145,0.43,1.53,189,0.658,1.7,True,long | all/all | WR 43% at 1.5/day
after_30m & below_bbl & lunch,long,all,all,0.1474,0.145,0.43,1.53,189,0.658,1.7,True,long | all/all | WR 43% at 1.5/day
below_bbl & lunch & price<ema9,long,all,all,0.1474,0.145,0.43,1.53,189,0.658,1.7,True,long | all/all | WR 43% at 1.5/day
below_bbl & cci<0 & lunch,long,all,all,0.1474,0.145,0.43,1.53,189,0.658,1.7,True,long | all/all | WR 43% at 1.5/day
vwma_xup & cci<0 & price<ema9,long,all,all,0.1959,0.1108,0.442,1.48,183,0.656,43.5,True,long | all/all | WR 44% at 1.5/day
rsi<25 & ema21>50 & macd<0,long,all,all,0.1766,0.2996,0.474,1.38,170,0.653,-69.6,True,long | all/all | WR 47% at 1.4/day
below_bbl & lunch & rsi<40,long,all,all,0.1134,0.1538,0.44,1.47,182,0.648,-35.6,True,long | all/all | WR 44% at 1.5/day
morning & ema21>50,long,all,all,0.1268,0.0554,0.404,1.6,197,0.645,56.3,True,long | all/all | WR 40% at 1.6/day
after_30m & morning & ema21>50,long,all,all,0.1268,0.0554,0.404,1.6,197,0.645,56.3,True,long | all/all | WR 40% at 1.6/day
ema21>50 & lunch & above_kcu,long,all,all,0.1256,0.125,0.426,1.51,186,0.643,0.5,True,long | all/all | WR 43% at 1.5/day
morning & below_bbl & ema21>50,long,all,all,0.2114,0.2513,0.458,1.4,173,0.642,-18.9,True,long | all/all | WR 46% at 1.4/day
morning & rsi<25 & macd<0,long,all,all,0.1214,0.0563,0.384,1.67,206,0.641,53.6,True,long | all/all | WR 38% at 1.7/day
power_hour & vwma9>21 & macd<0,long,all,all,0.3186,0.3081,0.453,1.4,173,0.636,3.3,True,long | all/all | WR 45% at 1.4/day
after_30m & below_kcl & vwma9>21,long,all,all,0.2198,0.267,0.456,1.36,168,0.621,-21.5,True,long | all/all | WR 46% at 1.4/day
power_hour & ema9_xup,long,all,all,0.0529,0.0916,0.408,1.52,187,0.618,-73.2,True,long | all/all | WR 41% at 1.5/day
vwma_xup & lunch & bullish_di,short,all,all,0.1428,0.1715,0.476,1.28,158,0.609,-20.0,True,short | all/all | WR 48% at 1.3/day
vwma_xup & macd<0 & price<ema9,long,all,all,0.2158,0.1585,0.441,1.38,170,0.608,26.6,True,long | all/all | WR 44% at 1.4/day
cci<0 & lunch & macd_xdn,long,all,all,0.1163,0.1762,0.455,1.34,165,0.608,-51.4,True,long | all/all | WR 46% at 1.3/day
ema21>50 & lunch & rsi<40,long,all,all,0.1029,0.1702,0.436,1.39,171,0.605,-65.4,True,long | all/all | WR 44% at 1.4/day
afternoon & below_bbl & ema21>50,long,all,all,0.241,0.1412,0.426,1.42,175,0.604,41.4,True,long | all/all | WR 43% at 1.4/day
