label,side,time,regime,train_edge,test_edge,test_wr,test_freq,test_n,consistency,decay_pct,validated,note
after_30m & vwma9>21 & macd_xdn,long,all,all,0.1337,0.0965,0.423,10.68,1318,4.518,27.8,True,long | all/all | WR 42% at 10.7/day
cci>100 & ema21>50 & bullish_di,long,all,all,0.113,0.0701,0.416,10.83,1336,4.508,38.0,True,long | all/all | WR 42% at 10.8/day
vwma9>21,long,all,all,0.1482,0.0705,0.43,10.45,1290,4.495,52.4,True,long | all/all | WR 43% at 10.4/day
cci<0 & price>vwap,long,all,all,0.107,0.0981,0.415,10.81,1334,4.49,8.3,True,long | all/all | WR 42% at 10.8/day
cci>0 & macd<0,short,all,all,0.1057,0.1284,0.432,10.37,1279,4.474,-21.5,True,short | all/all | WR 43% at 10.4/day
ema21>50 & cci<0,long,all,all,0.1575,0.1158,0.416,10.75,1326,4.47,26.4,True,long | all/all | WR 42% at 10.8/day
after_30m & below_kcl & rsi<40,long,all,all,0.1579,0.1381,0.429,10.41,1284,4.461,12.5,True,long | all/all | WR 43% at 10.4/day
macd<0 & rsi<35,long,all,all,0.1121,0.0969,0.42,10.61,1309,4.459,13.5,True,long | all/all | WR 42% at 10.6/day
after_30m & cci<0 & bullish_di,long,all,all,0.12,0.071,0.398,11.19,1381,4.458,40.9,True,long | all/all | WR 40% at 11.2/day
cci>0 & macd<0 & price>ema21,short,all,all,0.0896,0.1091,0.425,10.49,1295,4.457,-21.7,True,short | all/all | WR 42% at 10.5/day
after_30m & ema21>50 & price>ema21,short,all,all,0.1066,0.0653,0.4,11.13,1373,4.451,38.8,True,short | all/all | WR 40% at 11.1/day
vwma_xup,short,all,all,0.0492,0.0672,0.409,10.85,1339,4.442,-36.6,True,short | all/all | WR 41% at 10.8/day
vwma9>21 & cci>100 & ema21>50,long,all,all,0.1178,0.0766,0.421,10.54,1301,4.435,35.0,True,long | all/all | WR 42% at 10.5/day
after_30m & vwma9>21,long,all,all,0.1513,0.0727,0.427,10.34,1276,4.419,52.0,True,long | all/all | WR 43% at 10.3/day
cci<0 & macd<0,long,all,all,0.0962,0.117,0.419,10.45,1289,4.374,-21.6,True,long | all/all | WR 42% at 10.4/day
after_30m & vwma_xup,long,all,all,0.1403,0.0669,0.424,10.29,1270,4.367,52.3,True,long | all/all | WR 42% at 10.3/day
after_30m & vwma9>21 & vwma_xup,long,all,all,0.1403,0.0669,0.424,10.29,1270,4.367,52.3,True,long | all/all | WR 42% at 10.3/day
vwma_xdn,short,all,all,0.0727,0.0741,0.402,10.84,1338,4.363,-2.0,True,short | all/all | WR 40% at 10.8/day
after_30m & cci<0 & macd<0,long,all,all,0.1134,0.1243,0.422,10.3,1271,4.343,-9.6,True,long | all/all | WR 42% at 10.3/day
after_30m & ema21>50 & cci<0,long,all,all,0.1494,0.1147,0.416,10.43,1287,4.339,23.3,True,long | all/all | WR 42% at 10.4/day
adx>20 & rsi<35,long,all,all,0.0911,0.0799,0.408,10.58,1305,4.319,12.4,True,long | all/all | WR 41% at 10.6/day
rsi>70,short,all,all,0.0403,0.1189,0.426,10.04,1239,4.278,-195.3,True,short | all/all | WR 43% at 10.0/day
macd<0 & bearish_di,long,all,all,0.098,0.1067,0.409,10.45,1290,4.272,-8.9,True,long | all/all | WR 41% at 10.4/day
macd_xdn & ema9>21,long,all,all,0.1422,0.1084,0.432,9.9,1221,4.271,23.7,True,long | all/all | WR 43% at 9.9/day
below_kcl & macd<0,long,all,all,0.1285,0.0904,0.423,10.08,1244,4.268,29.6,True,long | all/all | WR 42% at 10.1/day
below_kcl & cci<0 & macd<0,long,all,all,0.1285,0.0904,0.423,10.08,1244,4.268,29.6,True,long | all/all | WR 42% at 10.1/day
below_kcl & macd<0 & price<ema9,long,all,all,0.1288,0.0904,0.423,10.08,1244,4.268,29.8,True,long | all/all | WR 42% at 10.1/day
ema21>50 & macd_xdn,long,all,all,0.1549,0.1252,0.434,9.82,1212,4.263,19.2,True,long | all/all | WR 43% at 9.8/day
vwma9>21,short,all,all,0.0399,0.0567,0.408,10.45,1290,4.262,-41.9,True,short | all/all | WR 41% at 10.4/day
after_30m & cci>0 & macd<0,short,all,all,0.1044,0.1125,0.426,9.95,1228,4.24,-7.7,True,short | all/all | WR 43% at 9.9/day
after_30m & cci>100 & ema21>50,long,all,all,0.1085,0.0521,0.407,10.37,1280,4.222,52.0,True,long | all/all | WR 41% at 10.4/day
vwma_xup & mom10>0,long,all,all,0.1458,0.0672,0.428,9.87,1218,4.221,53.9,True,long | all/all | WR 43% at 9.9/day
price<vwap & rsi50_xdn,long,all,all,0.1239,0.0971,0.411,10.26,1266,4.217,21.6,True,long | all/all | WR 41% at 10.3/day
below_kcl & adx>20,long,all,all,0.1347,0.1191,0.424,9.91,1223,4.206,11.6,True,long | all/all | WR 42% at 9.9/day
rsi<40 & roc5>0,long,all,all,0.0732,0.0758,0.416,10.03,1238,4.177,-3.5,True,long | all/all | WR 42% at 10.0/day
macd<0 & bullish_di,long,all,all,0.1232,0.1143,0.421,9.92,1224,4.173,7.2,True,long | all/all | WR 42% at 9.9/day
rsi>70,long,all,all,0.0788,0.0502,0.414,10.04,1239,4.157,36.3,True,long | all/all | WR 41% at 10.0/day
bearish_di & price<vwap,long,all,all,0.12,0.1327,0.42,9.88,1219,4.152,-10.6,True,long | all/all | WR 42% at 9.9/day
cci<0 & price<vwap,long,all,all,0.1418,0.1144,0.415,9.97,1230,4.133,19.3,True,long | all/all | WR 42% at 10.0/day
below_kcl & rsi<35,long,all,all,0.1155,0.1125,0.423,9.77,1205,4.131,2.6,True,long | all/all | WR 42% at 9.8/day
vwma9<21,short,all,all,0.0786,0.0672,0.4,10.32,1274,4.13,14.5,True,short | all/all | WR 40% at 10.3/day
price<vwap & cci<-100,long,all,all,0.1283,0.1148,0.426,9.65,1191,4.112,10.5,True,long | all/all | WR 43% at 9.7/day
cci>0 & price<ema21,long,all,all,0.0889,0.1091,0.421,9.77,1205,4.108,-22.7,True,long | all/all | WR 42% at 9.8/day
after_30m & below_kcl & macd<0,long,all,all,0.1518,0.1053,0.426,9.64,1189,4.105,30.6,True,long | all/all | WR 43% at 9.6/day
macd_xdn & price<ema21,long,all,all,0.1123,0.1245,0.423,9.67,1193,4.09,-10.9,True,long | all/all | WR 42% at 9.7/day
below_kcl & rsi<40 & macd<0,long,all,all,0.1165,0.0826,0.419,9.7,1197,4.061,29.1,True,long | all/all | WR 42% at 9.7/day
vwma9>21 & ema21>50 & bullish_di,long,all,all,0.1121,0.0645,0.421,9.63,1188,4.057,42.4,True,long | all/all | WR 42% at 9.6/day
cci<0 & price<ema9 & bullish_di,long,all,all,0.1261,0.0743,0.402,10.08,1244,4.056,41.1,True,long | all/all | WR 40% at 10.1/day
cci>0 & price<vwap,short,all,all,0.1219,0.148,0.44,9.17,1132,4.037,-21.5,True,short | all/all | WR 44% at 9.2/day
after_30m & macd<0 & bullish_di,long,all,all,0.1208,0.1057,0.421,9.58,1182,4.036,12.6,True,long | all/all | WR 42% at 9.6/day
vwma9>21 & price<ema9 & macd_xdn,long,all,all,0.1512,0.1164,0.426,9.47,1169,4.036,23.0,True,long | all/all | WR 43% at 9.5/day
bb_squeeze,long,all,all,0.092,0.0652,0.409,9.86,1217,4.031,29.1,True,long | all/all | WR 41% at 9.9/day
afternoon & roc5>0,short,all,all,0.1438,0.1235,0.421,9.55,1179,4.026,14.1,True,short | all/all | WR 42% at 9.6/day
vwma9>21 & ema21>50 & price>ema21,long,all,all,0.1044,0.0625,0.419,9.59,1183,4.014,40.1,True,long | all/all | WR 42% at 9.6/day
vwma9>21 & ema21>50 & macd_xdn,long,all,all,0.148,0.12,0.435,9.21,1137,4.008,18.9,True,long | all/all | WR 44% at 9.2/day
below_bbl & cci<0,long,all,all,0.1635,0.121,0.413,9.68,1194,4.0,26.0,True,long | all/all | WR 41% at 9.7/day
below_bbl & mom10<0,long,all,all,0.1635,0.121,0.413,9.68,1194,4.0,26.0,True,long | all/all | WR 41% at 9.7/day
below_bbl & price<ema9,long,all,all,0.1635,0.121,0.413,9.68,1194,4.0,26.0,True,long | all/all | WR 41% at 9.7/day
below_bbl & cci<0 & price<ema9,long,all,all,0.1635,0.121,0.413,9.68,1194,4.0,26.0,True,long | all/all | WR 41% at 9.7/day
below_bbl,long,all,all,0.1635,0.121,0.413,9.68,1194,4.0,26.0,True,long | all/all | WR 41% at 9.7/day
below_bbl & price<ema21,long,all,all,0.1657,0.1224,0.414,9.67,1193,3.999,26.1,True,long | all/all | WR 41% at 9.7/day
below_bbl & cci<-100,long,all,all,0.1619,0.1242,0.415,9.6,1185,3.989,23.3,True,long | all/all | WR 42% at 9.6/day
above_kcu & price>vwap,long,all,all,0.1402,0.0577,0.422,9.37,1156,3.957,58.9,True,long | all/all | WR 42% at 9.4/day
below_bbl & bearish_di,long,all,all,0.161,0.1214,0.414,9.55,1179,3.953,24.6,True,long | all/all | WR 41% at 9.6/day
macd_xdn & mom10<0,long,all,all,0.1291,0.1022,0.416,9.48,1170,3.948,20.8,True,long | all/all | WR 42% at 9.5/day
adx>20 & ema9>21,short,all,all,0.0866,0.1104,0.418,9.43,1164,3.943,-27.5,True,short | all/all | WR 42% at 9.4/day
bb_squeeze,short,all,all,0.0503,0.0565,0.4,9.86,1217,3.942,-12.2,True,short | all/all | WR 40% at 9.9/day
vwma_xup & cci>0,long,all,all,0.1397,0.0686,0.43,9.1,1123,3.913,50.9,True,long | all/all | WR 43% at 9.1/day
vwma9>21 & vwma_xup & cci>0,long,all,all,0.1397,0.0686,0.43,9.1,1123,3.913,50.9,True,long | all/all | WR 43% at 9.1/day
afternoon & price>ema9,short,all,all,0.1506,0.1555,0.431,9.07,1119,3.906,-3.2,True,short | all/all | WR 43% at 9.1/day
afternoon & price<ema9,long,all,all,0.0992,0.1027,0.428,9.12,1125,3.899,-3.5,True,long | all/all | WR 43% at 9.1/day
afternoon & after_30m & price<ema9,long,all,all,0.0992,0.1027,0.428,9.12,1125,3.899,-3.5,True,long | all/all | WR 43% at 9.1/day
rsi<40 & price<vwap,long,all,all,0.1114,0.083,0.409,9.52,1175,3.895,25.5,True,long | all/all | WR 41% at 9.5/day
after_30m & ema21>50 & macd_xdn,long,all,all,0.1469,0.1104,0.426,9.13,1126,3.89,24.8,True,long | all/all | WR 43% at 9.1/day
vwma9>21 & ema21>50 & cci>0,long,all,all,0.0963,0.0602,0.422,9.17,1132,3.874,37.5,True,long | all/all | WR 42% at 9.2/day
after_30m & below_bbl & cci<0,long,all,all,0.1722,0.1345,0.418,9.17,1132,3.832,21.9,True,long | all/all | WR 42% at 9.2/day
after_30m & below_bbl,long,all,all,0.1722,0.1345,0.418,9.17,1132,3.832,21.9,True,long | all/all | WR 42% at 9.2/day
after_30m & below_bbl & price<ema9,long,all,all,0.1722,0.1345,0.418,9.17,1132,3.832,21.9,True,long | all/all | WR 42% at 9.2/day
vwma9>21 & price>vwap,long,all,all,0.1549,0.0632,0.444,8.6,1061,3.815,59.2,True,long | all/all | WR 44% at 8.6/day
price>ema9 & ema9_xup,long,all,all,0.1162,0.0734,0.43,8.87,1094,3.809,36.8,True,long | all/all | WR 43% at 8.9/day
ema9_xup,long,all,all,0.1162,0.0734,0.43,8.87,1094,3.809,36.8,True,long | all/all | WR 43% at 8.9/day
price>ema21 & ema9_xup,long,all,all,0.1162,0.0734,0.43,8.87,1094,3.809,36.8,True,long | all/all | WR 43% at 8.9/day
ema9_xup & ema9>21,long,all,all,0.1162,0.0734,0.43,8.87,1094,3.809,36.8,True,long | all/all | WR 43% at 8.9/day
ema9_xdn,long,all,all,0.0815,0.1479,0.429,8.83,1089,3.786,-81.4,True,long | all/all | WR 43% at 8.8/day
vwma9>21 & ema21>50 & cci<0,long,all,all,0.1409,0.1024,0.419,9.0,1110,3.769,27.3,True,long | all/all | WR 42% at 9.0/day
vwma_xup & price>ema9,long,all,all,0.139,0.0597,0.426,8.81,1087,3.753,57.1,True,long | all/all | WR 43% at 8.8/day
adx<25,long,all,all,0.0694,0.0839,0.424,8.85,1092,3.752,-20.9,True,long | all/all | WR 42% at 8.8/day
below_bbl & rsi<40 & price<ema9,long,all,all,0.1567,0.1148,0.416,8.92,1101,3.712,26.7,True,long | all/all | WR 42% at 8.9/day
below_bbl & cci<0 & rsi<40,long,all,all,0.1567,0.1148,0.416,8.92,1101,3.712,26.7,True,long | all/all | WR 42% at 8.9/day
below_bbl & rsi<40,long,all,all,0.1567,0.1148,0.416,8.92,1101,3.712,26.7,True,long | all/all | WR 42% at 8.9/day
morning & roc5>0,short,all,all,0.0933,0.0935,0.412,8.98,1108,3.697,-0.2,True,short | all/all | WR 41% at 9.0/day
above_bbu,short,all,all,0.0011,0.0572,0.414,8.92,1101,3.691,-5265.6,True,short | all/all | WR 41% at 8.9/day
vwma_xup & price>ema21,long,all,all,0.1384,0.0607,0.431,8.57,1057,3.689,56.1,True,long | all/all | WR 43% at 8.6/day
vwma9>21 & vwma_xup & price>ema21,long,all,all,0.1384,0.0607,0.431,8.57,1057,3.689,56.1,True,long | all/all | WR 43% at 8.6/day
price>vwap & adx>20,short,all,all,0.0572,0.0996,0.411,8.94,1103,3.677,-74.0,True,short | all/all | WR 41% at 8.9/day
after_30m & vwma_xup & cci>0,long,all,all,0.14,0.0699,0.426,8.61,1062,3.669,50.1,True,long | all/all | WR 43% at 8.6/day
ema9<21,long,all,all,0.0793,0.1643,0.435,8.38,1034,3.645,-107.1,True,long | all/all | WR 44% at 8.4/day
cci<0 & price<ema9 & macd_xdn,long,all,all,0.1098,0.1067,0.417,8.7,1074,3.632,2.9,True,long | all/all | WR 42% at 8.7/day
cci<0 & macd_xdn,long,all,all,0.1115,0.1067,0.417,8.7,1074,3.632,4.4,True,long | all/all | WR 42% at 8.7/day
vwma_xup & roc5>0,long,all,all,0.1468,0.0602,0.426,8.48,1046,3.608,59.0,True,long | all/all | WR 43% at 8.5/day
vwma_xup & cci>0 & price>ema21,long,all,all,0.1417,0.0589,0.431,8.36,1032,3.602,58.4,True,long | all/all | WR 43% at 8.4/day
rsi<30,short,all,all,0.0731,0.0816,0.398,9.04,1115,3.593,-11.6,True,short | all/all | WR 40% at 9.0/day
ema9_xup & roc5>0,long,all,all,0.1135,0.0655,0.426,8.4,1036,3.579,42.3,True,long | all/all | WR 43% at 8.4/day
cci>0 & ema9_xup,long,all,all,0.1157,0.0643,0.429,8.35,1030,3.578,44.4,True,long | all/all | WR 43% at 8.3/day
below_kcl & below_bbl & price<ema9,long,all,all,0.1567,0.1492,0.423,8.46,1044,3.576,4.8,True,long | all/all | WR 42% at 8.5/day
below_kcl & below_bbl,long,all,all,0.1567,0.1492,0.423,8.46,1044,3.576,4.8,True,long | all/all | WR 42% at 8.5/day
below_kcl & below_bbl & cci<0,long,all,all,0.1567,0.1492,0.423,8.46,1044,3.576,4.8,True,long | all/all | WR 42% at 8.5/day
morning & price<ema9,long,all,all,0.1048,0.1011,0.423,8.44,1041,3.571,3.6,True,long | all/all | WR 42% at 8.4/day
after_30m & morning & price<ema9,long,all,all,0.1048,0.1011,0.423,8.44,1041,3.571,3.6,True,long | all/all | WR 42% at 8.4/day
morning & price>ema9,short,all,all,0.1228,0.1007,0.424,8.4,1037,3.563,17.9,True,short | all/all | WR 42% at 8.4/day
ema9_xup,short,all,all,0.0754,0.0566,0.401,8.87,1094,3.555,24.9,True,short | all/all | WR 40% at 8.9/day
adx>25,short,all,all,0.0816,0.0903,0.399,8.89,1097,3.547,-10.7,True,short | all/all | WR 40% at 8.9/day
rsi<30,long,all,all,0.1002,0.0716,0.392,9.04,1115,3.545,28.6,True,long | all/all | WR 39% at 9.0/day
cci>100 & ema21>50 & above_kcu,long,all,all,0.1069,0.0513,0.408,8.69,1072,3.542,52.0,True,long | all/all | WR 41% at 8.7/day
after_30m & ema9_xup,long,all,all,0.1249,0.0767,0.426,8.31,1025,3.541,38.6,True,long | all/all | WR 43% at 8.3/day
adx>30,long,all,all,0.0438,0.0672,0.406,8.7,1073,3.533,-53.4,True,long | all/all | WR 41% at 8.7/day
after_30m & below_bbl & rsi<40,long,all,all,0.1618,0.1232,0.417,8.44,1042,3.524,23.9,True,long | all/all | WR 42% at 8.4/day
bullish_di & macd_xdn,long,all,all,0.1352,0.1152,0.435,8.09,998,3.516,14.8,True,long | all/all | WR 44% at 8.1/day
ema21>50 & cci<0 & price>ema21,short,all,all,0.0919,0.1022,0.419,8.38,1034,3.511,-11.2,True,short | all/all | WR 42% at 8.4/day
cci>0 & rsi50_xdn,long,all,all,0.063,0.0807,0.417,8.39,1035,3.495,-28.1,True,long | all/all | WR 42% at 8.4/day
after_30m & adx>20,short,all,all,0.066,0.138,0.422,8.27,1020,3.488,-109.0,True,short | all/all | WR 42% at 8.3/day
macd<0 & rsi50_xdn,long,all,all,0.1222,0.0884,0.403,8.64,1066,3.479,27.6,True,long | all/all | WR 40% at 8.6/day
after_30m & vwma_xup & price>ema21,long,all,all,0.1394,0.0651,0.428,8.11,1001,3.472,53.3,True,long | all/all | WR 43% at 8.1/day
after_30m & cci<0 & macd_xdn,long,all,all,0.113,0.1139,0.419,8.28,1022,3.47,-0.8,True,long | all/all | WR 42% at 8.3/day
below_bbl & macd<0 & price<ema9,long,all,all,0.1526,0.136,0.419,8.27,1020,3.466,10.9,True,long | all/all | WR 42% at 8.3/day
below_bbl & macd<0,long,all,all,0.1526,0.136,0.419,8.27,1020,3.466,10.9,True,long | all/all | WR 42% at 8.3/day
below_bbl & cci<0 & macd<0,long,all,all,0.1526,0.136,0.419,8.27,1020,3.466,10.9,True,long | all/all | WR 42% at 8.3/day
ema9>21,long,all,all,0.1089,0.0513,0.425,8.15,1006,3.465,52.9,True,long | all/all | WR 42% at 8.2/day
after_30m & ema9>21,long,all,all,0.1285,0.0522,0.422,8.19,1010,3.457,59.3,True,long | all/all | WR 42% at 8.2/day
below_kcl & below_bbl & rsi<40,long,all,all,0.1502,0.1405,0.422,8.16,1007,3.447,6.5,True,long | all/all | WR 42% at 8.2/day
macd_xdn & price>vwap,long,all,all,0.0967,0.0838,0.422,8.14,1004,3.431,13.3,True,long | all/all | WR 42% at 8.1/day
macd<0 & bullish_di & price>ema21,long,all,all,0.147,0.0997,0.42,8.15,1006,3.424,32.2,True,long | all/all | WR 42% at 8.2/day
after_30m & below_kcl & below_bbl,long,all,all,0.167,0.162,0.426,7.99,986,3.404,3.0,True,long | all/all | WR 43% at 8.0/day
adx<20,long,all,all,0.0977,0.0726,0.416,8.15,1006,3.389,25.7,True,long | all/all | WR 42% at 8.2/day
macd<0 & adx>20,long,all,all,0.1049,0.1335,0.437,7.75,956,3.383,-27.3,True,long | all/all | WR 44% at 7.8/day
adx<20,short,all,all,0.0736,0.0761,0.415,8.15,1006,3.383,-3.4,True,short | all/all | WR 42% at 8.2/day
below_kcl & price<vwap,long,all,all,0.1539,0.0956,0.423,7.99,986,3.383,37.9,True,long | all/all | WR 42% at 8.0/day
ema21>50 & price<ema9 & macd_xdn,long,all,all,0.1781,0.1378,0.43,7.86,970,3.38,22.6,True,long | all/all | WR 43% at 7.9/day
vwma9>21 & bullish_di & macd_xdn,long,all,all,0.131,0.1178,0.438,7.71,951,3.373,10.1,True,long | all/all | WR 44% at 7.7/day
mom10>0 & ema9_xup,long,all,all,0.1265,0.0755,0.432,7.78,960,3.364,40.3,True,long | all/all | WR 43% at 7.8/day
after_30m & below_bbl & macd<0,long,all,all,0.1665,0.1534,0.424,7.84,968,3.326,7.8,True,long | all/all | WR 42% at 7.8/day
price<vwap & adx>20,short,all,all,0.0933,0.1351,0.429,7.74,955,3.323,-44.8,True,short | all/all | WR 43% at 7.7/day
adx>20,short,all,all,0.0803,0.1431,0.42,7.89,973,3.312,-78.2,True,short | all/all | WR 42% at 7.9/day
cci>0 & macd<0 & bullish_di,long,all,all,0.1306,0.0764,0.412,7.99,986,3.295,41.5,True,long | all/all | WR 41% at 8.0/day
price>vwap & ema9>21,long,all,all,0.0966,0.0505,0.432,7.61,939,3.29,47.8,True,long | all/all | WR 43% at 7.6/day
ema9>21,short,all,all,0.0729,0.0573,0.403,8.15,1006,3.288,21.4,True,short | all/all | WR 40% at 8.2/day
below_bbl & rsi<40 & macd<0,long,all,all,0.1483,0.1284,0.422,7.77,959,3.28,13.4,True,long | all/all | WR 42% at 7.8/day
price<vwap & rsi<35,short,all,all,0.0938,0.0582,0.392,8.33,1028,3.263,37.9,True,short | all/all | WR 39% at 8.3/day
ema21>50 & rsi<40,long,all,all,0.1292,0.0953,0.403,8.0,987,3.226,26.2,True,long | all/all | WR 40% at 8.0/day
rsi<40 & price>vwap,long,all,all,0.1037,0.1136,0.407,7.92,977,3.223,-9.5,True,long | all/all | WR 41% at 7.9/day
after_30m & bullish_di & macd_xdn,long,all,all,0.1261,0.089,0.424,7.57,934,3.209,29.4,True,long | all/all | WR 42% at 7.6/day
vwma9>21 & macd<0,long,all,all,0.1527,0.1227,0.437,7.34,906,3.206,19.6,True,long | all/all | WR 44% at 7.3/day
vwma9>21 & price<vwap,long,all,all,0.1157,0.0991,0.422,7.59,936,3.204,14.3,True,long | all/all | WR 42% at 7.6/day
below_bbl & rsi<35,long,all,all,0.1123,0.1284,0.419,7.63,942,3.199,-14.3,True,long | all/all | WR 42% at 7.6/day
vwma9>21 & ema21>50,long,all,all,0.1256,0.055,0.426,7.47,922,3.186,56.2,True,long | all/all | WR 43% at 7.5/day
ema21>50 & rsi<40 & price<ema9,long,all,all,0.1252,0.0744,0.396,8.03,991,3.183,40.6,True,long | all/all | WR 40% at 8.0/day
ema21>50 & cci<0 & rsi<40,long,all,all,0.1327,0.1007,0.407,7.77,959,3.161,24.1,True,long | all/all | WR 41% at 7.8/day
after_30m & vwma9>21 & ema21>50,long,all,all,0.1422,0.0687,0.427,7.35,907,3.136,51.7,True,long | all/all | WR 43% at 7.3/day
after_30m & ema21>50 & rsi<40,long,all,all,0.1366,0.1101,0.409,7.59,936,3.102,19.4,True,long | all/all | WR 41% at 7.6/day
after_30m & vwma9>21 & macd<0,long,all,all,0.1466,0.1275,0.435,7.09,875,3.087,13.1,True,long | all/all | WR 44% at 7.1/day
below_kcl & below_bbl & macd<0,long,all,all,0.1289,0.1216,0.416,7.41,914,3.079,5.7,True,long | all/all | WR 42% at 7.4/day
ema21>50 & bullish_di & macd_xdn,long,all,all,0.1392,0.1189,0.439,6.99,863,3.068,14.6,True,long | all/all | WR 44% at 7.0/day
vwma9>21 & cci<0 & bullish_di,long,all,all,0.1568,0.1027,0.41,7.41,914,3.039,34.5,True,long | all/all | WR 41% at 7.4/day
macd_xdn & price<vwap,long,all,all,0.1421,0.1517,0.439,6.9,851,3.028,-6.7,True,long | all/all | WR 44% at 6.9/day
vwma_xup & adx>20,long,all,all,0.1396,0.0736,0.433,6.99,863,3.028,47.3,True,long | all/all | WR 43% at 7.0/day
mom10>0 & rsi50_xdn,long,all,all,0.0767,0.0598,0.409,7.38,911,3.017,22.0,True,long | all/all | WR 41% at 7.4/day
afternoon & mom10<0,long,all,all,0.131,0.139,0.432,6.91,853,2.984,-6.1,True,long | all/all | WR 43% at 6.9/day
rsi>75,long,all,all,0.0773,0.0903,0.431,6.92,854,2.981,-16.8,True,long | all/all | WR 43% at 6.9/day
macd_xdn & bearish_di,long,all,all,0.102,0.0972,0.417,7.1,876,2.958,4.8,True,long | all/all | WR 42% at 7.1/day
above_bbu & price>vwap,long,all,all,0.1406,0.0582,0.414,7.11,877,2.942,58.6,True,long | all/all | WR 41% at 7.1/day
after_30m & macd<0,long,all,all,0.1329,0.1486,0.434,6.73,831,2.923,-11.8,True,long | all/all | WR 43% at 6.7/day
afternoon & mom10>0,short,all,all,0.14,0.1209,0.417,6.99,863,2.919,13.7,True,short | all/all | WR 42% at 7.0/day
below_bbl & adx>20,long,all,all,0.1078,0.058,0.393,7.35,907,2.891,46.1,True,long | all/all | WR 39% at 7.3/day
macd<0,long,all,all,0.0969,0.1386,0.43,6.67,823,2.87,-43.0,True,long | all/all | WR 43% at 6.7/day
afternoon & vwma9>21 & price<ema9,long,all,all,0.1155,0.1032,0.442,6.48,799,2.862,10.7,True,long | all/all | WR 44% at 6.5/day
ema21>50 & cci<-100,long,all,all,0.1068,0.1318,0.423,6.73,831,2.851,-23.4,True,long | all/all | WR 42% at 6.7/day
cci>0 & macd_xdn,long,all,all,0.1257,0.1035,0.438,6.5,802,2.847,17.6,True,long | all/all | WR 44% at 6.5/day
bullish_di & ema9_xup,long,all,all,0.1238,0.0834,0.441,6.42,792,2.833,32.6,True,long | all/all | WR 44% at 6.4/day
vwma9>21 & cci>0 & macd_xdn,long,all,all,0.1251,0.1078,0.44,6.42,792,2.822,13.9,True,long | all/all | WR 44% at 6.4/day
macd<0 & price>vwap,long,all,all,0.1299,0.1618,0.448,6.28,775,2.812,-24.5,True,long | all/all | WR 45% at 6.3/day
rsi<40 & price>ema9,short,all,all,0.0855,0.065,0.407,6.9,852,2.808,24.0,True,short | all/all | WR 41% at 6.9/day
ema21>50 & adx>20,short,all,all,0.0426,0.0521,0.4,7.01,865,2.804,-22.3,True,short | all/all | WR 40% at 7.0/day
afternoon & cci<0 & price<ema9,long,all,all,0.1318,0.088,0.404,6.93,855,2.799,33.2,True,long | all/all | WR 40% at 6.9/day
morning & mom10>0,short,all,all,0.1025,0.1373,0.422,6.62,817,2.792,-33.9,True,short | all/all | WR 42% at 6.6/day
ema21>50 & cci>0 & macd_xdn,long,all,all,0.1284,0.1106,0.439,6.35,783,2.784,13.9,True,long | all/all | WR 44% at 6.3/day
morning & rsi50_xdn,long,all,all,0.0656,0.1236,0.43,6.43,793,2.761,-88.5,True,long | all/all | WR 43% at 6.4/day
ema21>50 & macd<0 & price<ema9,long,all,all,0.1196,0.1873,0.443,6.22,767,2.752,-56.6,True,long | all/all | WR 44% at 6.2/day
afternoon & price<ema21,long,all,all,0.1318,0.1141,0.423,6.45,796,2.731,13.4,True,long | all/all | WR 42% at 6.5/day
macd>0,short,all,all,0.0581,0.08,0.412,6.59,813,2.717,-37.6,True,short | all/all | WR 41% at 6.6/day
morning & mom10<0,long,all,all,0.0874,0.0815,0.425,6.39,788,2.712,6.8,True,long | all/all | WR 42% at 6.4/day
price>vwap,long,all,all,0.1269,0.1092,0.457,5.9,728,2.694,13.9,True,long | all/all | WR 46% at 5.9/day
price<ema9 & bullish_di & macd_xdn,long,all,all,0.1554,0.129,0.432,6.21,766,2.682,17.0,True,long | all/all | WR 43% at 6.2/day
afternoon & after_30m & price>ema21,short,all,all,0.1609,0.1547,0.426,6.26,772,2.663,3.9,True,short | all/all | WR 43% at 6.3/day
afternoon & price<ema9 & bullish_di,long,all,all,0.088,0.0809,0.422,6.31,778,2.663,8.1,True,long | all/all | WR 42% at 6.3/day
afternoon & price>ema21,short,all,all,0.1609,0.1547,0.426,6.26,772,2.663,3.9,True,short | all/all | WR 43% at 6.3/day
morning & cci<0 & price<ema9,long,all,all,0.0618,0.0755,0.414,6.38,787,2.641,-22.0,True,long | all/all | WR 41% at 6.4/day
below_bbl & price<vwap,long,all,all,0.1556,0.0907,0.401,6.54,807,2.625,41.7,True,long | all/all | WR 40% at 6.5/day
price>vwap & cci<-100,long,all,all,0.1144,0.1362,0.427,6.13,757,2.622,-19.0,True,long | all/all | WR 43% at 6.1/day
price<vwap & ema9>21,short,all,all,0.0847,0.0685,0.418,6.25,771,2.614,19.1,True,short | all/all | WR 42% at 6.2/day
macd<0 & price<ema9 & bullish_di,long,all,all,0.1117,0.1137,0.424,6.09,751,2.581,-1.8,True,long | all/all | WR 42% at 6.1/day
after_30m & cci>0 & macd_xdn,long,all,all,0.1193,0.0834,0.429,5.99,739,2.569,30.1,True,long | all/all | WR 43% at 6.0/day
